18	20	20	30	650	444	1098	444
18	21	23	30	650	407	1098	369
18	24	24	30	650	332	1098	332
18	25	26	30	650	277	1098	258
19	1	1	30	694	940	1142	940
19	2	4	30	694	901	1142	864
19	5	7	30	694	827	1142	791
19	8	8	30	694	755	1142	755
19	9	9	30	694	678	1142	678
19	10	12	30	694	644	1142	606
19	13	15	30	694	571	1142	535
19	16	16	30	694	500	1142	500
19	17	17	30	694	450	1142	450
19	18	20	29	694	413	1142	375
19	21	23	29	694	338	1142	300
19	24	24	29	694	263	1142	263
19	25	26	29	694	208	1142	190
20	1	1	30	719	945	1167	945
20	2	4	30	719	905	1167	867
20	5	7	30	719	832	1167	794
20	8	8	30	719	759	1167	759
20	9	9	29	719	682	1167	682
20	10	12	29	719	647	1167	609
20	13	15	29	719	576	1167	541
20	16	16	28	719	504	1167	504
20	17	18	29-17	718	453	900	417
20	17	18	16-1	1015	452	1183	417
20	19	20	34	719	398	1181	379
20	21	22	34	719	342	1181	323
20	23	24	30	719	304	1125	269
21	1	1	37	717	914	1249	914
21	2	4	37	717	873	1249	835
21	5	7	37	717	794	1249	756
21	8	8	37	717	715	1249	715
21	9	9	38	717	636	1249	636
21	10	12	38	717	599	1249	561
21	13	15	38	717	524	1249	486
21	16	16	38	717	448	1249	448
21	17	18	31-15	717	394	913	356
21	17	18	14-1	1025	394	1249	356
21	19	19	32-15	717	334	913	334
21	19	19	14-1	1025	334	1249	334
21	20	20	38	717	315	1249	315
21	21	23	38	717	276	1249	238
21	24	24	38	717	197	1249	197
4	1	1	43-22	433	995	793	995
4	1	1	21-1	1122	994	1482	994
4	2	3	43-22	433	954	793	930
4	2	3	21-1	1122	953	1482	929
4	4	4	53-27	433	911	868	911
4	4	4	26-1	1047	911	1482	911
4	5	5	53-27	433	870	868	870
4	5	5	26-1	1047	870	1482	870
4	6	7	19-10	433	849	583	830
4	6	7	9-1	1332	846	1482	827
4	8	8	19-10	433	789	583	789
4	8	8	9-1	1332	789	1482	789
4	9	9	20	1336	717	1696	717
4	10	10	20	1336	656	1696	656
4	11	11	24	1336	621	1696	621
11	2	4	5	1106	973	1158	941
11	5	5	5	1102	909	1167	909
11	6	6	6	1079	891	1170	891
11	7	8	23	832	870	1167	844
11	9	9	25	852	762	1177	762
11	10	11	25	842	730	1180	714
11	12	12	26	842	698	1180	698
11	13	13	26	827	663	1191	663
11	14	15	27	823	645	1195	626
11	16	16	27	818	605	1195	605
11	17	17	24	874	546	1199	546
11	18	18	24	863	511	1201	511
11	19	19	25	863	494	1201	494
11	20	22	26	855	477	1213	422
11	23	24	27	840	406	1214	379
22	1	1	32-25	587	943	692	943
22	1	1	24-1	780	943	1245	943
22	2	4	32-25	587	901	692	857
22	2	4	24-1	780	900	1245	858
22	5	6	32-25	587	817	692	796
22	5	6	24-1	780	817	1245	796
22	7	8	44-25	360	777	690	737
22	7	8	24-1	780	775	1245	734
22	9	9	35	555	649	1170	649
22	10	12	35	555	609	1170	569
22	13	15	35	555	529	1170	489
22	16	16	35	555	448	1170	448
22	17	17	35	555	392	1170	392
22	18	20	35	555	350	1170	308
22	21	23	35	555	266	1170	224
22	24	24	35	555	182	1170	182
